id,name,russian,url,kind,score,status,volumes,chapters,episodes,episodes_aired,aired_on,released_on
55215,Utsuro no Hako to Zero no Maria,Пустая шкатулка и нулевая Мария,/mangas/55215-utsuro-no-hako-to-zero-no-maria,light_novel,8.68,released,7,40,,,2009-01-10,2015-06-10
70261,Mushoku Tensei: Isekai Ittara Honki Dasu,Реинкарнация безработного: История о приключениях в другом мире,/mangas/70261-mushoku-tensei-isekai-ittara-honki-dasu,light_novel,8.82,released,26,330,,,2014-01-23,2022-11-25
89357,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Добро пожаловать в класс превосходства,/mangas/89357-youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e,light_novel,8.8,released,14,110,,,2015-05-25,2019-09-25
74697,Re:Zero kara Hajimeru Isekai Seikatsu,Re:Zero. Жизнь с нуля в альтернативном мире,/mangas/z74697-re-zero-kara-hajimeru-isekai-seikatsu,light_novel,8.82,ongoing,0,0,,,2014-01-23,
40171,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Как и ожидалось, моя школьная романтическая жизнь не удалась",/mangas/40171-yahari-ore-no-seishun-love-comedy-wa-machigatteiru,light_novel,8.74,released,18,168,,,2011-03-18,2021-04-20
9115,Ookami to Koushinryou,Волчица и пряности,/mangas/9115-ookami-to-koushinryou,light_novel,8.81,ongoing,0,0,,,2006-02-10,
81669,Overlord,Повелитель,/mangas/81669-overlord,light_novel,8.62,ongoing,0,0,,,2012-07-30,
21479,Sword Art Online,Мастера Меча Онлайн,/mangas/z21479-sword-art-online,light_novel,7.95,ongoing,0,0,,,2009-04-10,
14893,Monogatari Series: First Season,Цикл историй: Первый сезон,/mangas/z14893-monogatari-series-first-season,light_novel,8.91,released,6,107,,,2006-11-01,2010-07-28
48399,No Game No Life,Нет игры — нет жизни,/mangas/z48399-no-game-no-life,light_novel,8.42,ongoing,0,0,,,2012-04-25,
60553,Kono Subarashii Sekai ni Shukufuku wo!,Этот замечательный мир!,/mangas/z60553-kono-subarashii-sekai-ni-shukufuku-wo,light_novel,8.6,released,17,127,,,2013-10-01,2020-05-01
104039,86,Восемьдесят шесть,/mangas/104039-86,light_novel,8.83,ongoing,0,0,,,2017-02-10,
67617,Tate no Yuusha no Nariagari,Восхождение героя щита,/mangas/z67617-tate-no-yuusha-no-nariagari,light_novel,7.91,ongoing,0,0,,,2013-08-22,
123992,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,Добро пожаловать в класс превосходства: Второй год,/mangas/123992-youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e-2-nensei-hen,light_novel,8.75,released,15,130,,,2020-01-24,2024-11-25
87610,Tensei shitara Slime Datta Ken,О моём перерождении в слизь,/mangas/z87610-tensei-shitara-slime-datta-ken,light_novel,8.48,ongoing,0,0,,,2014-05-30,
3083,Suzumiya Haruhi Series,Истории о Харухи Судзумии,/mangas/3083-suzumiya-haruhi-series,light_novel,8.52,ongoing,0,0,,,2003-06-06,
126479,Mikkakan no Koufuku,Три дня счастья,/mangas/126479-mikkakan-no-koufuku,novel,8.88,released,1,15,,,2013-12-25,
7458,Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken,Тетрадь смерти: Другая тетрадь — Лос-Анджелес по следу убийцы ББ,/mangas/z7458-death-note-another-note-los-angeles-bb-renzoku-satsujin-jiken,novel,8.3,released,1,7,,,2006-08-01,
25409,High School DxD,Старшая школа DxD,/mangas/25409-high-school-dxd,light_novel,8.17,released,25,240,,,2008-09-20,2018-03-20
12854,Toaru Majutsu no Index,Индекс волшебства,/mangas/12854-toaru-majutsu-no-index,light_novel,8.38,released,22,133,,,2004-04-10,2010-10-10
34127,Mahouka Koukou no Rettousei,Непутёвый ученик в школе магии,/mangas/z34127-mahouka-koukou-no-rettousei,light_novel,8.15,released,32,0,,,2011-07-08,2020-09-10
56743,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Может, я встречу тебя в подземелье?",/mangas/56743-dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka,light_novel,8.23,ongoing,0,0,,,2013-01-15,
98930,Violet Evergarden,Вайолет Эвергарден,/mangas/98930-violet-evergarden,light_novel,8.64,released,2,13,,,2015-12-25,2016-12-26
70399,Seishun Buta Yarou Series,Этот глупый свин,/mangas/70399-seishun-buta-yarou-series,light_novel,8.62,released,15,0,,,2014-04-10,2024-10-10
95012,"Kumo desu ga, Nani ka?","Да, я паук, и что же?",/mangas/95012-kumo-desu-ga-nani-ka,light_novel,8.36,released,16,384,,,2015-12-10,2022-01-08
3649,Fate/Zero,Судьба/Начало,/mangas/z3649-fate-zero,light_novel,8.5,released,4,18,,,2006-12-29,2007-12-29
7149,Toradora!,Торадора!,/mangas/7149-toradora,light_novel,8.21,released,10,62,,,2006-03-10,2009-03-10
88923,Arifureta Shokugyou de Sekai Saikyou,Арифурэта: Сильнейший ремесленник в мире,/mangas/88923-arifureta-shokugyou-de-sekai-saikyou,light_novel,7.67,ongoing,0,0,,,2015-06-25,
16816,Durarara!!,Дюрарара!!,/mangas/z16816-durarara,light_novel,8.32,released,13,89,,,2004-04-10,2014-01-10
81211,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,Что ты будешь делать во время апокалипсиса? Будешь ли ты занят? Могу ли я спасти тебя?,/mangas/81211-shuumatsu-nani-shitemasu-ka-isogashii-desu-ka-sukutte-moratte-ii-desu-ka,light_novel,8.52,released,5,25,,,2014-11-01,2016-04-01
143441,Omniscient Reader's Viewpoint,Всеведущий читатель,/mangas/143441-omniscient-reader-s-viewpoint,novel,9.03,released,20,105,,,2022-01-20,2023-09-11
36719,Hataraku Maou-sama!,Повелитель тьмы на подработке!,/mangas/36719-hataraku-maou-sama,light_novel,7.66,released,21,107,,,2011-02-10,2020-08-07
23751,Monogatari Series: Second Season,Цикл историй: Второй сезон,/mangas/z23751-monogatari-series-second-season,light_novel,8.89,released,6,199,,,2010-10-27,2011-12-20
115922,Kage no Jitsuryokusha ni Naritakute!,Восхождение в тени!,/mangas/115922-kage-no-jitsuryokusha-ni-naritakute,light_novel,8.45,ongoing,0,0,,,2018-11-05,
9726,Zaregoto Series,Зарэгото,/mangas/9726-zaregoto-series,light_novel,8.64,ongoing,0,0,,,2002-02-05,
33297,Ao Haru Ride,Неудержимая юность,/mangas/33297-ao-haru-ride,light_novel,8.14,released,6,20,,,2011-12-27,2015-06-02
88930,Youjo Senki,Военная хроника маленькой девочки,/mangas/88930-youjo-senki,light_novel,8.41,ongoing,0,0,,,2013-10-31,
56755,Hai to Gensou no Grimgar,Гримгал пепла и иллюзий,/mangas/56755-hai-to-gensou-no-grimgar,light_novel,8.23,ongoing,0,0,,,2013-06-25,
43921,Sword Art Online: Progressive,Мастера Меча Онлайн: Прогрессив,/mangas/43921-sword-art-online-progressive,light_novel,8.25,ongoing,0,0,,,2012-10-10,
123649,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Ангел по соседству,/mangas/123649-otonari-no-tenshi-sama-ni-itsunomanika-dame-ningen-ni-sareteita-ken,light_novel,8.47,ongoing,0,0,,,2019-06-14,
95311,Goblin Slayer,Убийца гоблинов,/mangas/95311-goblin-slayer,light_novel,7.79,ongoing,0,0,,,2016-02-15,
44227,Monogatari Series: Final Season,Цикл историй: Завершающий сезон,/mangas/z44227-monogatari-series-final-season,light_novel,8.81,released,6,231,,,2012-09-28,2014-09-18
26728,No.6,Шестая зона,/mangas/26728-no-6,novel,8.38,released,9,43,,,2003-10-10,2011-06-14
8158,L Change the WorLd,L: Изменить мир,/mangas/8158-l-change-the-world,light_novel,7.92,released,1,38,,,2007-12-25,
1342,Baccano!,Шумиха!,/mangas/z1342-baccano,light_novel,8.5,paused,22,0,,,2003-02-10,2016-08-10
399,Kino no Tabi: The Beautiful World,Путешествие Кино: Прекрасный мир,/mangas/z399-kino-no-tabi-the-beautiful-world,light_novel,8.57,paused,23,0,,,2000-03-10,2020-11-10
35513,Koten-bu Series,Цикл историй литературного клуба,/mangas/35513-koten-bu-series,novel,8.61,ongoing,0,0,,,2001-10-31,
86119,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Власть книжного червя,/mangas/86119-honzuki-no-gekokujou-shisho-ni-naru-tame-ni-wa-shudan-wo-erandeiraremasen,light_novel,8.77,released,33,0,,,2015-01-25,2023-12-09
37523,Date A Live,Рандеву с жизнью,/mangas/37523-date-a-live,light_novel,8.2,released,22,146,,,2011-03-19,2020-03-19
134341,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Аля иногда кокетничает со мной по-русски,/mangas/134341-tokidoki-bosotto-russia-go-de-dereru-tonari-no-alya-san,light_novel,8.16,ongoing,0,0,,,2021-02-27,
86769,Kusuriya no Hitorigoto,Монолог фармацевта,/mangas/86769-kusuriya-no-hitorigoto,light_novel,8.78,ongoing,0,0,,,2014-08-29,
57201,Rakudai Kishi no Cavalry,Доблесть рыцаря-неудачника,/mangas/z57201-rakudai-kishi-no-cavalry,light_novel,7.92,released,19,0,,,2013-07-13,2023-12-15
2062,Kara no Kyoukai: The Garden of Sinners,Граница пустоты: Сад грешников,/mangas/2062-kara-no-kyoukai-the-garden-of-sinners,light_novel,8.53,released,2,10,,,1998-10-01,1999-08-01
4658,Fullmetal Alchemist,Стальной алхимик,/mangas/4658-fullmetal-alchemist,light_novel,8.46,released,6,35,,,2003-02-28,2007-03-22
24875,Shinyaku Toaru Majutsu no Index,Индекс волшебства: Новый Завет,/mangas/24875-shinyaku-toaru-majutsu-no-index,light_novel,8.64,released,23,178,,,2011-03-10,2019-07-10
30051,Sakurasou no Pet na Kanojo,Кошечка из Сакурасо,/mangas/30051-sakurasou-no-pet-na-kanojo,light_novel,7.96,released,13,56,,,2010-01-10,2014-03-08
162032,Guimi Zhi Zhu,Повелитель тайн,/mangas/162032-guimi-zhi-zhu,novel,9.1,released,18,366,,,2020-05-01,2023-08-01
44167,Gekkou,Лунный свет,/mangas/44167-gekkou,light_novel,7.86,released,1,11,,,2010-09-10,
74847,Tokyo Ghoul,Токийский гуль,/mangas/74847-tokyo-ghoul,light_novel,8.01,released,3,17,,,2013-07-19,2014-12-19
45855,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,"Проблемные дети приходят из иного мира, верно?",/mangas/z45855-mondaiji-tachi-ga-isekai-kara-kuru-sou-desu-yo,light_novel,8.18,released,12,125,,,2011-04-01,2015-04-01
41865,Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken yori,Бесстыжий Пёрпл Хейз — Из невероятного приключения ДжоДжо,/mangas/41865-hajishirazu-no-purple-haze-jojo-no-kimyou-na-bouken-yori,light_novel,8.16,released,1,8,,,2011-09-16,
46024,Log Horizon,Покорение горизонта,/mangas/46024-log-horizon,light_novel,7.99,paused,11,59,,,2010-04-13,2018-03-20
55869,Rokka no Yuusha,Герои шести лепестков,/mangas/55869-rokka-no-yuusha,light_novel,8.18,paused,6,46,,,2011-08-25,2015-07-24
39859,Steins;Gate,Врата Штейна,/mangas/39859-steins-gate,light_novel,8.52,released,5,17,,,2011-06-30,2012-05-31
29699,Another,Иная,/mangas/29699-another,novel,7.83,released,1,21,,,2009-10-29,
18511,All You Need Is Kill,"Всё, что тебе нужно, — это убивать",/mangas/18511-all-you-need-is-kill,light_novel,7.88,released,1,4,,,2004-12-18,
116201,Hige wo Soru. Soshite Joshikousei wo Hirou.,Я побрился. Затем привёл домой старшеклассницу,/mangas/116201-hige-wo-soru-soshite-joshikousei-wo-hirou,light_novel,7.64,released,5,82,,,2018-02-01,2021-06-01
133352,Gimai Seikatsu,Жизнь с моей сводной сестрой,/mangas/133352-gimai-seikatsu,light_novel,8.21,ongoing,0,0,,,2021-01-25,
18320,Onanie Master Kurosawa: After the Juvenile,Мастер вздрочки Куросава: После совершеннолетия,/mangas/18320-onanie-master-kurosawa-after-the-juvenile,light_novel,7.64,released,1,2,,,2007-01-01,
87953,Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,Йона на заре,/mangas/87953-shousetsu-akatsuki-no-yona-onaji-tsuki-no-shita-de,light_novel,8.38,released,1,8,,,2015-03-20,
42867,Kagerou Daze,Призрачные дни,/mangas/42867-kagerou-daze,light_novel,8.02,released,8,81,,,2012-05-30,2017-12-29
108495,NieR: Automata,Ниер: Автомата,/mangas/108495-nier-automata,novel,8.22,released,3,30,,,2017-08-05,2018-07-27
43999,Shingeki no Kyojin: Before the Fall,Атака титанов: До падения,/mangas/43999-shingeki-no-kyojin-before-the-fall,light_novel,7.63,released,3,15,,,2011-12-02,2012-06-29
90531,Naruto Shinden Series,Наруто: Правдивая легенда,/mangas/90531-naruto-shinden-series,light_novel,8.32,released,3,11,,,2015-09-04,2015-11-04
119184,Solo Leveling,Поднятие уровня в одиночку,/mangas/119184-solo-leveling,novel,8.42,released,13,150,,,2016-11-04,2017-10-27
102330,Majo no Tabitabi,Путешествие Элейны,/mangas/102330-majo-no-tabitabi,light_novel,8.2,ongoing,0,0,,,2016-04-15,
1315,Boogiepop Series,Бугипоп,/mangas/1315-boogiepop-series,light_novel,8.23,ongoing,0,0,,,1998-02-10,
24380,Kokoro Connect,Связь сердец,/mangas/24380-kokoro-connect,light_novel,8.02,released,11,91,,,2010-01-30,2013-09-30
98380,Bungou Stray Dogs,Великий из бродячих псов,/mangas/98380-bungou-stray-dogs,light_novel,8.42,ongoing,0,0,,,2014-04-01,
6978,Ginga Eiyuu Densetsu,Легенда о героях Галактики,/mangas/6978-ginga-eiyuu-densetsu,novel,8.61,released,10,94,,,1982-11-01,1987-11-01
83019,Death March kara Hajimaru Isekai Kyousoukyoku,Марш смерти под рапсодию параллельного мира,/mangas/83019-death-march-kara-hajimaru-isekai-kyousoukyoku,light_novel,7.53,ongoing,0,0,,,2014-03-17,
107884,Genjitsu Shugi Yuusha no Oukoku Saikenki,Герой-рационал перестраивает королевство,/mangas/107884-genjitsu-shugi-yuusha-no-oukoku-saikenki,light_novel,7.72,ongoing,0,0,,,2016-05-25,
21621,Boku wa Tomodachi ga Sukunai,У меня мало друзей,/mangas/21621-boku-wa-tomodachi-ga-sukunai,light_novel,7.49,released,11,145,,,2009-08-25,2015-08-26
32347,JoJo's Bizarre Adventure: Over Heaven,Невероятное приключение ДжоДжо: Выше небес,/mangas/32347-jojo-s-bizarre-adventure-over-heaven,light_novel,7.8,released,1,82,,,2011-12-16,
117077,Kimi no Suizou wo Tabetai,Я хочу съесть твою поджелудочную,/mangas/117077-kimi-no-suizou-wo-tabetai,novel,8.65,released,1,10,,,2015-06-17,
102702,Jaku-Chara Tomozaki-kun,Низкоуровневый персонаж Томодзаки,/mangas/102702-jaku-chara-tomozaki-kun,light_novel,7.77,ongoing,0,0,,,2016-05-18,
103925,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Моя реинкарнация в отомэ-игре в качестве главной злодейки,/mangas/103925-otome-game-no-hametsu-flag-shika-nai-akuyaku-reijou-ni-tensei-shiteshimatta,light_novel,7.84,ongoing,0,0,,,2015-08-20,
13667,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Ну не может моя сестрёнка быть такой милой,/mangas/13667-ore-no-imouto-ga-konnani-kawaii-wake-ga-nai,light_novel,7.58,released,17,0,,,2008-08-10,2021-09-10
47917,Danganronpa/Zero,Данганронпа/Начало,/mangas/47917-danganronpa-zero,light_novel,7.69,released,2,33,,,2011-09-16,2011-10-14
140150,Chainsaw Man: Buddy Stories,Человек-бензопила: Рассказы о напарниках,/mangas/140150-chainsaw-man-buddy-stories,light_novel,7.78,released,1,4,,,2021-11-04,
49567,Saenai Heroine no Sodatekata,Как воспитать героиню из обычной девушки,/mangas/49567-saenai-heroine-no-sodatekata,light_novel,8.02,released,13,120,,,2012-07-20,2017-10-20
5450,Zero no Tsukaima,Подручный бездарной Луизы,/mangas/5450-zero-no-tsukaima,light_novel,7.77,released,22,222,,,2004-06-25,2017-02-24
83903,Fate/strange Fake,Судьба/Странная подделка,/mangas/83903-fate-strange-fake,light_novel,8.35,ongoing,0,0,,,2015-01-10,
90118,Tsuki ga Michibiku Isekai Douchuu,Лунное путешествие приведёт к новому миру,/mangas/90118-tsuki-ga-michibiku-isekai-douchuu,light_novel,7.95,ongoing,0,0,,,2013-05-28,
86310,Imouto sae Ireba Ii.,"Было бы лучше, если бы здесь была только младшая сестра",/mangas/86310-imouto-sae-ireba-ii,light_novel,8.01,released,14,206,,,2015-03-18,2020-02-18
3807,Juuni Kokuki,Двенадцать королевств,/mangas/3807-juuni-kokuki,light_novel,8.43,paused,16,106,,,1992-06-20,2019-11-09
40099,Chuunibyou demo Koi ga Shitai!,Чудачество любви не помеха!,/mangas/40099-chuunibyou-demo-koi-ga-shitai,light_novel,7.98,released,4,0,,,2011-05-24,2017-12-22
95211,Orange,Орендж,/mangas/95211-orange,light_novel,8.07,released,3,22,,,2015-07-18,2016-03-18
116557,Otome Game Sekai wa Mob ni Kibishii Sekai desu,Мир отомэ-игр — это тяжёлый мир для мобов,/mangas/116557-otome-game-sekai-wa-mob-ni-kibishii-sekai-desu,light_novel,7.87,released,13,207,,,2018-05-30,2024-03-29
10892,Full Metal Panic!,Стальная тревога!,/mangas/10892-full-metal-panic,light_novel,8.12,released,12,72,,,1998-09-09,2011-08-20
121781,Shousetsu Kimi no Na wa.,Твоё имя,/mangas/121781-shousetsu-kimi-no-na-wa,novel,8.36,released,1,8,,,2016-06-18,
83225,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Повелитель тьмы: Другая история мира — Магия подчинения,/mangas/83225-isekai-maou-to-shoukan-shoujo-no-dorei-majutsu,light_novel,7.3,ongoing,0,0,,,2014-12-02,
108177,Monogatari Series: Monster Season,Цикл историй: Сезон монстров,/mangas/108177-monogatari-series-monster-season,light_novel,8.52,released,6,0,,,2017-07-20,2021-08-19
88467,Isekai wa Smartphone to Tomo ni.,В другом мире со смартфоном,/mangas/z88467-isekai-wa-smartphone-to-tomo-ni,light_novel,7.43,ongoing,0,0,,,2015-05-22,
12295,Baka to Test to Shoukanjuu,"Дурни, тесты, аватары",/mangas/12295-baka-to-test-to-shoukanjuu,light_novel,7.88,released,18,143,,,2007-01-29,2015-03-30
99815,Saihate no Paladin,Далёкий паладин,/mangas/99815-saihate-no-paladin,light_novel,7.97,paused,5,32,,,2016-03-25,2017-09-25
57035,"Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe",Последний Серафим: Потеря шестнадцатилетнего Глена Ичиносэ,/mangas/57035-owari-no-seraph-ichinose-guren-16-sai-no-catastrophe,light_novel,8.05,released,7,46,,,2013-01-04,2016-12-02
23116,Accel World,Ускоренный мир,/mangas/23116-accel-world,light_novel,7.69,ongoing,0,0,,,2009-02-10,
106602,Bleach: Can't Fear Your Own World,Блич: Нельзя бояться собственного мира,/mangas/106602-bleach-can-t-fear-your-own-world,light_novel,8.35,released,3,32,,,2017-08-04,2018-12-04
49305,Shinmai Maou no Testament,По велению адской сестры,/mangas/49305-shinmai-maou-no-testament,light_novel,7.49,released,13,75,,,2012-09-29,2021-03-31
75065,Rokudenashi Majutsu Koushi to Akashic Records,Хроники Акаши — худшего магического преподавателя,/mangas/75065-rokudenashi-majutsu-koushi-to-akashic-records,light_novel,7.8,released,24,199,,,2014-07-19,2023-11-17
34553,Seireitsukai no Blade Dance,Танец клинка элементалиста,/mangas/34553-seireitsukai-no-blade-dance,light_novel,7.9,released,20,218,,,2010-12-24,2019-03-25
138406,"Natsu e no Tunnel, Sayonara no Deguchi","Тоннель в лето, выход прощаний",/mangas/138406-natsu-e-no-tunnel-sayonara-no-deguchi,light_novel,8.42,released,1,6,,,2019-07-18,
3074,Shakugan no Shana,Пламенный взор Шаны,/mangas/3074-shakugan-no-shana,light_novel,7.86,released,22,123,,,2002-11-09,2011-10-10
18161,Katanagatari,Истории мечей,/mangas/18161-katanagatari,light_novel,8.28,released,12,55,,,2007-01-09,2007-12-04
93314,Seirei Gensouki,Мифический дух: Хроники,/mangas/93314-seirei-gensouki,light_novel,7.69,ongoing,0,0,,,2015-10-01,
67879,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Врата: Там бьются наши воины,/mangas/z67879-gate-jieitai-kanochi-nite-kaku-tatakaeri,novel,7.78,released,5,0,,,2010-04-12,2011-12-22
102667,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita","Убивая слизней триста лет, сама того не заметив, я достигла максимального уровня",/mangas/102667-slime-taoshite-300-nen-shiranai-uchi-ni-level-max-ni-nattemashita,light_novel,7.47,ongoing,0,0,,,2017-01-14,
89768,Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Subarashii Sekai ni Bakuen wo!,Одаривая этот замечательный мир взрывами!,/mangas/89768-kono-subarashii-sekai-ni-shukufuku-wo-spin-off-kono-subarashii-sekai-ni-bakuen-wo,light_novel,8.09,released,5,30,,,2014-07-01,2019-03-01
61057,Psycome,Психо-любовная комедия,/mangas/61057-psycome,light_novel,7.43,released,6,46,,,2013-02-28,2014-08-30
32735,Campione!,Чемпион!,/mangas/32735-campione,light_novel,7.84,released,21,168,,,2008-05-23,2017-11-22
100051,Kimi no Na wa. Another Side: Earthbound,Твоё имя — Иная сторона: Земная,/mangas/100051-kimi-no-na-wa-another-side-earthbound,light_novel,7.96,released,1,4,,,2016-07-30,
1313,Gosick,Готика,/mangas/1313-gosick,light_novel,8.01,released,9,0,,,2003-12-10,2011-07-23
45597,Black Bullet,Чёрная пуля,/mangas/45597-black-bullet,light_novel,7.62,paused,7,29,,,2011-07-10,2014-04-10
93097,Monogatari Series: Off Season,Цикл историй: Межсезонье,/mangas/z93097-monogatari-series-off-season,light_novel,8.5,released,4,155,,,2015-10-05,2017-01-12
10000,"""Bungaku Shoujo"" Series",Литературная барышня,/mangas/10000-bungaku-shoujo-series,light_novel,8.01,released,8,74,,,2006-04-28,2008-08-30
28125,Maoyuu Maou Yuusha,Королева демонов и Герой,/mangas/z28125-maoyuu-maou-yuusha,light_novel,7.85,released,5,63,,,2010-12-29,2012-01-21
23192,Mayo Chiki!,Секрет дворецкого!,/mangas/23192-mayo-chiki,light_novel,7.82,released,12,76,,,2009-11-21,2012-07-23
86129,Naruto Hiden Series,Наруто: Секретная легенда,/mangas/86129-naruto-hiden-series,light_novel,7.72,released,6,49,,,2015-02-04,2015-07-03
66517,Umineko no Naku Koro ni,Когда плачут чайки,/mangas/66517-umineko-no-naku-koro-ni,light_novel,8.54,released,8,0,,,2009-07-01,2010-08-03
102875,Fata Morgana no Yakata: Anata no Genten ni Itaru Monogatari,Дом иллюзий,/mangas/102875-fata-morgana-no-yakata-anata-no-genten-ni-itaru-monogatari,light_novel,8.7,released,5,21,,,2014-08-08,2016-01-14
50117,Kyoukai no Kanata,По ту сторону границы,/mangas/50117-kyoukai-no-kanata,light_novel,7.92,paused,3,0,,,2012-06-09,2013-10-02
26027,Mahoutsukai no Yoru,Ночь ведьм,/mangas/26027-mahoutsukai-no-yoru,light_novel,8.65,released,1,8,,,2012-04-12,
63271,Eromanga-sensei,Эроманга-сэнсэй,/mangas/63271-eromanga-sensei,light_novel,7.16,released,13,59,,,2013-12-10,2022-08-10
115165,Boushoku no Berserk: Ore dake Level to Iu Gainen wo Toppa suru,Ненасытный Берсерк,/mangas/115165-boushoku-no-berserk-ore-dake-level-to-iu-gainen-wo-toppa-suru,light_novel,7.21,released,8,0,,,2017-11-30,2022-10-28
128721,"Tantei wa Mou, Shindeiru.",Детектив уже мёртв,/mangas/128721-tantei-wa-mou-shindeiru,light_novel,7.7,ongoing,0,0,,,2019-11-25,
14064,½ Prince,1/2 Принц,/mangas/14064-prince,light_novel,7.93,released,9,76,,,2004-10-04,2005-08-15
82799,Shingeki no Kyojin: Lost Girls,Атака титанов: Потерянные девушки,/mangas/82799-shingeki-no-kyojin-lost-girls,light_novel,7.82,released,1,3,,,2014-12-09,
43393,Madan no Ou to Vanadis,Король магических стрел и Ванадис,/mangas/43393-madan-no-ou-to-vanadis,light_novel,7.82,released,18,95,,,2011-04-25,2017-11-25
99891,Tensei shitara Ken deshita,О моём перерождении в меч,/mangas/99891-tensei-shitara-ken-deshita,light_novel,7.74,ongoing,0,0,,,2016-07-30,
92773,World Teacher: Isekaishiki Kyouiku Agent,World Teacher: Обучение по заветам другого мира,/mangas/92773-world-teacher-isekaishiki-kyouiku-agent,light_novel,7.14,released,16,136,,,2015-09-25,2022-09-25
119282,NHK ni Youkoso!,Добро пожаловать в NHK,/mangas/119282-nhk-ni-youkoso,novel,8.32,released,1,12,,,2002-01-28,
51459,Gakusen Toshi Asterisk,Боевая академия города Астериск,/mangas/z51459-gakusen-toshi-asterisk,light_novel,7.53,released,17,139,,,2012-09-25,2022-06-24
82593,The New Gate,Новые врата,/mangas/82593-the-new-gate,light_novel,7.71,ongoing,0,0,,,2013-12-19,
73569,Re:Monster,Перерождение: Монстр,/mangas/73569-re-monster,light_novel,7.45,released,10,0,,,2012-07-24,2017-07-24
138481,Make Heroine ga Oosugiru!,Слишком много проигравших героинь!,/mangas/138481-make-heroine-ga-oosugiru,light_novel,8.37,ongoing,0,0,,,2021-07-21,
86870,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",Ради своей дочери я смогу победить даже короля демонов,/mangas/86870-uchi-no-ko-no-tame-naraba-ore-wa-moshikashitara-maou-mo-taoseru-kamo-shirenai,light_novel,7.73,released,9,60,,,2015-02-20,2019-09-21
95243,Re:Zero kara Hajimeru Isekai Seikatsu Ex,Re:Zero. Жизнь с нуля в альтернативном мире — Экстра,/mangas/95243-re-zero-kara-hajimeru-isekai-seikatsu-ex,light_novel,8.32,ongoing,0,0,,,2015-06-25,
24464,Kyoukaisenjou no Horizon,Горизонт среди пустоты,/mangas/24464-kyoukaisenjou-no-horizon,light_novel,7.97,released,29,872,,,2008-09-10,2018-12-07
120548,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","Лучший в мире ассасин, переродившийся в другом мире как аристократ",/mangas/120548-sekai-saikou-no-ansatsusha-isekai-kizoku-ni-tensei-suru,light_novel,7.36,ongoing,0,0,,,2019-02-01,
46604,Jorge Joestar,Джордж Джостар,/mangas/46604-jorge-joestar,light_novel,6.85,released,1,16,,,2012-09-19,
9114,D.Gray-man: Reverse,Ди Грэй-мен: Обратный,/mangas/9114-d-gray-man-reverse,light_novel,8.06,released,3,8,,,2005-05-30,2010-12-03
55943,Nejimaki Seirei Senki: Tenkyou no Alderamin,Заводной дух войны: Альдерамин в небе,/mangas/55943-nejimaki-seirei-senki-tenkyou-no-alderamin,light_novel,7.75,released,14,58,,,2012-06-09,2018-08-10
16648,Angel Beats!: Track Zero,Ангельские ритмы! Нулевой трек,/mangas/16648-angel-beats-track-zero,light_novel,7.66,released,1,9,,,2009-09-30,2010-03-30
115437,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Непризнанный школой владыка демонов! Сильнейший владыка демонов в истории поступает в академию, переродившись своим потомком",/mangas/115437-maou-gakuin-no-futekigousha-shijou-saikyou-no-maou-no-shiso-tensei-shite-shison-tachi-no-gakkou-e-kayou,light_novel,7.65,ongoing,0,0,,,2018-03-10,
98176,Boku no Hero Academia: Yuuei Hakusho,Моя геройская академия: Архивы Юэй,/mangas/98176-boku-no-hero-academia-yuuei-hakusho,light_novel,7.7,released,6,41,,,2016-04-04,2021-10-04
90561,Kenja no Mago,Внук мудреца,/mangas/90561-kenja-no-mago,light_novel,7.23,released,17,0,,,2015-07-30,2022-11-29
